State_Abrvtn,Pltfrm,Metal_Lvl,Enrlmt_Stus,Cnsmr,Avg_Prm,Avg_Prm_Aftr_APTC,Cnsmr_Prm_Aftr_APTC_LTEQ10,Cnsmr_Wth_APTC_CSR,CSR_Cnsmr,CSR_Cnsmr_73,CSR_Cnsmr_87,CSR_Cnsmr_94,CSR_Cnsmr_AIAN,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC,APTC_Cnsmr_Avg_Prm_Aftr_APTC,Age_0_17,Age_18_25,Age_26_34,Age_35_44,Age_45_54,Age_55_64,Age_GE65,Male,Female,Hspnc_Yes,AIAN_NonHspnc,ASN_NonHspnc,NHPI_NonHspnc,BLACK_NonHspnc,WHT_NonHspnc,Othr_Race_NonHspnc,Mlt_Race_NonHspnc,Unk_Race_Ethncty,AIAN,ASN,NHPI,BLACK,WHT,Othr_Race,Mlt_Race,Unk_Race,Hspnc_No,Unk_Ethncty,Rrl,Non_Rrl,Ctstrphc,Brnz,Slvr,Gld,Pltnm,FPL_LT100,FPL_100_138,FPL_100_150,FPL_150_200,FPL_200_250,FPL_250_300,FPL_300_400,FPL_400_500,FPL_GT500,FPL_OTHR
CA,SBM,All,03-new,"255,575",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.09,0.13,0.24,0.16,0.16,0.21,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.26,0.54,0.12,NR,0,0,0.14,0.21,0.15,0.13,0.14,0.06,0.07,0.09
CO,SBM,All,01-atv,"75,069",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.11,0.07,0.13,0.15,0.17,0.32,0.06,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.47,0.37,0.15,NR,0.03,0.02,0.08,0.17,0.13,0.13,0.19,0.07,0.09,0.1
CO,SBM,All,02-aut,"86,179",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.1,0.07,0.19,0.18,0.17,0.24,0.05,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.5,0.39,0.09,NR,0.04,0.01,0.08,0.18,0.14,0.13,0.17,0.03,0.04,0.19
CO,SBM,All,03-new,"37,164",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.13,0.1,0.22,0.16,0.14,0.23,0.03,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.45,0.29,0.24,NR,0.02,0.01,0.06,0.14,0.12,0.12,0.16,0.08,0.12,0.19
CT,SBM,All,01-atv,"22,143",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.06,0.07,0.11,0.13,0.2,0.4,0.03,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.31,0.56,0.1,NR,0.02,0.04,0.08,0.14,0.14,0.12,0.19,0.08,0.13,0.1
CT,SBM,All,02-aut,"71,223",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.07,0.08,0.14,0.14,0.19,0.36,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.42,0.46,0.1,NR,0.02,0.03,0.07,0.15,0.13,0.11,0.18,0.06,0.11,0.19
CT,SBM,All,03-new,"19,267",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.11,0.11,0.19,0.14,0.16,0.27,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.3,0.46,0.15,NR,0.02,0.04,0.07,0.12,0.11,0.1,0.17,0.1,0.17,0.15
DC,SBM,All,01-atv,"1,244",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.1,0.04,0.28,0.26,0.17,0.15,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.37,0.21,0.29,NR,0.06,0.02,0.02,0.01,0.06,0.04,0.06,0.05,0.05,0.65
DC,SBM,All,02-aut,"11,992",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.1,0.05,0.25,0.23,0.17,0.18,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.26,0.26,0.25,NR,0.03,0.01,0.01,0.01,0.03,0.03,0.04,0.03,0.02,0.8
DC,SBM,All,03-new,"2,753",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.09,0.09,0.39,0.2,0.12,0.1,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.29,0.2,0.27,NR,0.03,0,0,0.01,0.05,0.05,0.05,0.01,0.01,0.8
DE,HC.gov,All,01-atv,"15,308",$729 ,$166 ,0.23,0.91,0.21,0.02,0.12,0.07,0,0.91,$619 ,$121 ,0.12,0.06,0.12,0.15,0.18,0.35,0.01,0.44,0.56,0.06,0,0.1,0,0.08,0.58,0.01,0.02,0.15,0,0.1,0,0.09,0.61,0.02,0.02,0.16,0.87,0.07,0.26,0.74,0,0.24,0.22,0.51,0.03,0.01,0.02,0.07,0.17,0.18,0.15,0.2,0.07,0.09,0.04
DE,HC.gov,All,02-aut,"9,718",$706 ,$164 ,0.34,0.85,0.29,0.03,0.14,0.12,0,0.85,$639 ,$80 ,0.11,0.08,0.16,0.15,0.17,0.31,0.02,0.46,0.54,0.06,0,0.06,0,0.12,0.47,0.01,0.02,0.27,0,0.06,0,0.12,0.49,0.02,0.02,0.29,0.78,0.16,0.26,0.74,0.01,0.25,0.33,0.38,0.03,0.01,0.06,0.14,0.22,0.17,0.13,0.15,0.04,0.05,0.09
DE,HC.gov,All,03-new,"7,087",$654 ,$184 ,0.18,0.9,0.21,0.02,0.12,0.07,0,0.9,$524 ,$142 ,0.16,0.1,0.17,0.14,0.16,0.26,0.01,0.46,0.54,0.07,0,0.07,0,0.14,0.46,0.01,0.02,0.23,0,0.07,0,0.14,0.49,0.02,0.02,0.25,0.79,0.14,0.25,0.75,0.01,0.25,0.21,0.5,0.03,0.01,0.03,0.09,0.18,0.17,0.13,0.17,0.09,0.14,0.03
FL,HC.gov,All,01-atv,"1,623,535",$632 ,$69 ,0.38,0.98,0.69,0.03,0.13,0.53,0,0.98,$575 ,$58 ,0.08,0.1,0.12,0.17,0.22,0.27,0.02,0.45,0.55,0.24,0,0.03,0,0.06,0.19,0.01,0.01,0.48,0,0.03,0,0.06,0.3,0.02,0.01,0.58,0.34,0.42,0.03,0.97,0,0.27,0.7,0.02,0,0.01,0.48,0.59,0.17,0.09,0.05,0.05,0.01,0.02,0.01
FL,HC.gov,All,02-aut,"505,674",$619 ,$121 ,0.25,0.92,0.52,0.03,0.1,0.39,0,0.92,$543 ,$76 ,0.07,0.11,0.18,0.18,0.2,0.23,0.02,0.48,0.52,0.14,0,0.02,0,0.06,0.25,0.01,0.01,0.51,0,0.02,0,0.07,0.3,0.02,0.01,0.57,0.42,0.44,0.04,0.96,0,0.4,0.56,0.03,0.01,0.02,0.47,0.54,0.17,0.1,0.05,0.05,0.01,0.02,0.03
FL,HC.gov,All,03-new,"593,885",$547 ,$73 ,0.49,0.96,0.55,0.03,0.11,0.42,0,0.96,$495 ,$53 ,0.12,0.13,0.18,0.19,0.18,0.18,0.02,0.49,0.51,0.15,0,0.02,0,0.07,0.17,0.01,0.01,0.58,0,0.02,0,0.07,0.24,0.02,0.01,0.64,0.33,0.52,0.03,0.97,0,0.39,0.57,0.03,0,0.01,0.47,0.56,0.16,0.1,0.06,0.05,0.02,0.03,0.01
GA,HC.gov,All,01-atv,"381,376",$553 ,$95 ,0.22,0.95,0.68,0.04,0.15,0.49,0,0.94,$485 ,$72 ,0.07,0.11,0.13,0.17,0.23,0.27,0.02,0.44,0.56,0.09,0,0.16,0,0.15,0.27,0.01,0.01,0.32,0,0.16,0,0.15,0.31,0.02,0.01,0.36,0.71,0.21,0.15,0.85,0,0.19,0.72,0.09,0,0.01,0.44,0.52,0.17,0.09,0.07,0.07,0.02,0.03,0.02
GA,HC.gov,All,02-aut,"139,991",$536 ,$144 ,0.13,0.85,0.58,0.04,0.13,0.4,0,0.85,$460 ,$82 ,0.06,0.12,0.19,0.19,0.21,0.22,0.02,0.45,0.55,0.06,0,0.04,0,0.2,0.29,0.01,0.01,0.39,0,0.04,0,0.2,0.31,0.01,0.01,0.42,0.67,0.27,0.18,0.82,0,0.24,0.67,0.09,0,0.03,0.42,0.5,0.18,0.09,0.06,0.05,0.02,0.02,0.06
GA,HC.gov,All,03-new,"179,768",$479 ,$98 ,0.33,0.91,0.57,0.04,0.13,0.41,0,0.91,$421 ,$64 ,0.09,0.14,0.19,0.19,0.19,0.18,0.01,0.46,0.54,0.07,0,0.06,0,0.2,0.23,0.01,0.01,0.43,0,0.06,0,0.2,0.26,0.01,0.01,0.45,0.62,0.31,0.16,0.84,0.01,0.28,0.61,0.09,0,0.02,0.4,0.48,0.17,0.1,0.07,0.06,0.03,0.04,0.03
HI,HC.gov,All,01-atv,"10,941",$681 ,$158 ,0.19,0.88,0.27,0.03,0.11,0.13,0,0.88,$594 ,$112 ,0.06,0.04,0.1,0.18,0.23,0.37,0.02,0.44,0.56,0.06,0,0.36,0.02,0.01,0.37,0.01,0.11,0.06,0,0.36,0.02,0.01,0.39,0.02,0.13,0.07,0.9,0.04,0.37,0.63,0.01,0.22,0.29,0.36,0.13,0.04,0.04,0.12,0.23,0.18,0.13,0.15,0.06,0.06,0.04
HI,HC.gov,All,02-aut,"7,304",$617 ,$161 ,0.26,0.77,0.39,0.03,0.07,0.29,0,0.77,$594 ,$57 ,0.05,0.07,0.16,0.22,0.21,0.26,0.03,0.45,0.55,0.06,0,0.24,0.04,0.01,0.26,0.16,0.12,0.12,0,0.25,0.04,0.01,0.28,0.17,0.13,0.13,0.84,0.1,0.33,0.67,0.01,0.22,0.43,0.24,0.1,0.22,0.08,0.14,0.18,0.13,0.07,0.08,0.03,0.03,0.11
HI,HC.gov,All,03-new,"4,082",$582 ,$185 ,0.15,0.81,0.23,0.02,0.09,0.12,0,0.81,$492 ,$122 ,0.09,0.08,0.19,0.19,0.2,0.24,0.01,0.49,0.51,0.08,0,0.3,0.03,0.01,0.33,0.01,0.12,0.12,0,0.3,0.04,0.01,0.36,0.03,0.14,0.13,0.83,0.09,0.33,0.67,0.02,0.24,0.24,0.34,0.16,0.05,0.04,0.11,0.2,0.17,0.11,0.16,0.07,0.09,0.04
IA,HC.gov,All,01-atv,"39,297",$697 ,$123 ,0.35,0.93,0.24,0.03,0.12,0.08,0,0.93,$619 ,$92 ,0.06,0.06,0.13,0.15,0.17,0.43,0.01,0.46,0.54,0.03,0,0.03,0,0.01,0.7,0,0.01,0.22,0,0.03,0,0.01,0.71,0.01,0.01,0.23,0.84,0.13,0.54,0.46,0,0.41,0.25,0.34,+,0,0.02,0.1,0.19,0.17,0.14,0.23,0.06,0.06,0.03
IA,HC.gov,All,02-aut,"17,031",$649 ,$174 ,0.32,0.8,0.25,0.03,0.11,0.1,0,0.8,$594 ,$83 ,0.06,0.08,0.17,0.17,0.17,0.33,0.02,0.49,0.51,0.03,0,0.03,0,0.02,0.6,0,0.01,0.31,0,0.03,0,0.02,0.61,0.01,0.01,0.32,0.75,0.22,0.51,0.49,0,0.38,0.28,0.34,+,0.01,0.04,0.13,0.22,0.17,0.11,0.15,0.04,0.04,0.13
IA,HC.gov,All,03-new,"15,912",$608 ,$124 ,0.35,0.91,0.27,0.03,0.12,0.12,0,0.9,$535 ,$91 ,0.08,0.1,0.18,0.16,0.15,0.32,0,0.5,0.5,0.03,0,0.03,0,0.02,0.58,0,0.01,0.33,0,0.03,0,0.02,0.6,0.01,0.01,0.34,0.74,0.23,0.51,0.49,0.01,0.4,0.28,0.31,+,0.01,0.02,0.14,0.18,0.15,0.12,0.19,0.09,0.09,0.03
ID,SBM,All,01-atv,"16,027",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.17,0.11,0.15,0.15,0.14,0.26,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.36,0.57,0.07,NR,0.05,0.02,0.09,0.27,0.22,0.11,0.11,0.06,0.02,0.05
ID,SBM,All,02-aut,"46,291",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.18,0.09,0.13,0.15,0.15,0.27,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.71,0.2,0.08,NR,0,0,0.04,0.14,0.21,0.15,0.17,0.06,0.02,0.2
ID,SBM,All,03-new,"11,041",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.17,0.12,0.17,0.14,0.14,0.24,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.57,0.31,0.11,NR,0.01,0.01,0.04,0.14,0.15,0.11,0.13,0.35,0.07,0
IL,HC.gov,All,01-atv,"164,085",$679 ,$197 ,0.13,0.91,0.42,0.07,0.17,0.18,0,0.91,$531 ,$163 ,0.06,0.07,0.14,0.15,0.19,0.37,0.01,0.46,0.54,0.08,0,0.12,0,0.03,0.58,0.01,0.01,0.17,0,0.12,0,0.03,0.61,0.02,0.02,0.2,0.81,0.11,0.16,0.84,0,0.4,0.5,0.09,+,0.02,0.05,0.18,0.22,0.15,0.11,0.17,0.05,0.05,0.03
IL,HC.gov,All,02-aut,"91,319",$635 ,$231 ,0.12,0.8,0.41,0.07,0.17,0.18,0,0.8,$507 ,$146 ,0.07,0.07,0.19,0.17,0.19,0.29,0.02,0.49,0.51,0.09,0,0.09,0,0.05,0.51,0.01,0.01,0.25,0,0.09,0,0.05,0.54,0.02,0.02,0.28,0.73,0.19,0.13,0.87,0,0.39,0.52,0.08,+,0.02,0.08,0.2,0.24,0.15,0.09,0.12,0.03,0.03,0.11
IL,HC.gov,All,03-new,"68,023",$568 ,$184 ,0.16,0.87,0.39,0.06,0.15,0.18,0,0.87,$443 ,$144 ,0.08,0.11,0.21,0.16,0.18,0.26,0.01,0.49,0.51,0.09,0,0.09,0,0.06,0.43,0.01,0.01,0.3,0,0.09,0,0.07,0.47,0.02,0.02,0.33,0.68,0.23,0.13,0.87,0,0.43,0.46,0.11,+,0.02,0.05,0.2,0.21,0.15,0.1,0.14,0.07,0.08,0.04
IN,HC.gov,All,01-atv,"78,292",$583 ,$190 ,0.1,0.84,0.39,0.1,0.17,0.12,0,0.84,$467 ,$133 ,0.1,0.06,0.11,0.15,0.18,0.38,0.01,0.45,0.55,0.04,0,0.07,0,0.03,0.63,0,0.01,0.22,0,0.07,0,0.03,0.65,0.01,0.01,0.23,0.84,0.12,0.27,0.73,+,0.39,0.59,0.03,+,0,0.03,0.12,0.19,0.15,0.14,0.16,0.06,0.08,0.08
IN,HC.gov,All,02-aut,"42,736",$572 ,$229 ,0.14,0.72,0.38,0.08,0.17,0.13,0,0.71,$480 ,$101 ,0.09,0.08,0.15,0.15,0.18,0.33,0.01,0.48,0.52,0.04,0,0.03,0,0.04,0.57,0,0.01,0.31,0,0.03,0,0.04,0.59,0.01,0.01,0.33,0.76,0.2,0.27,0.73,+,0.37,0.59,0.04,+,0,0.04,0.16,0.21,0.13,0.11,0.11,0.04,0.04,0.19
IN,HC.gov,All,03-new,"35,898",$514 ,$156 ,0.18,0.87,0.39,0.09,0.16,0.14,0,0.86,$416 ,$112 ,0.11,0.1,0.18,0.16,0.17,0.27,0.01,0.48,0.52,0.04,0,0.04,0,0.06,0.49,0,0.01,0.35,0,0.04,0,0.06,0.51,0.01,0.01,0.36,0.71,0.25,0.23,0.77,+,0.44,0.53,0.03,+,0.01,0.03,0.17,0.2,0.15,0.14,0.14,0.06,0.08,0.05
KS,HC.gov,All,01-atv,"60,899",$654 ,$144 ,0.19,0.93,0.47,0.04,0.14,0.28,0.01,0.93,$548 ,$112 ,0.09,0.08,0.14,0.17,0.17,0.34,0.01,0.45,0.55,0.07,0.01,0.06,0,0.03,0.6,0,0.02,0.21,0.01,0.06,0,0.03,0.63,0.01,0.03,0.24,0.79,0.14,0.39,0.61,0,0.34,0.49,0.17,+,0.02,0.25,0.32,0.19,0.15,0.11,0.12,0.03,0.03,0.03
KS,HC.gov,All,02-aut,"23,707",$620 ,$177 ,0.11,0.84,0.49,0.05,0.13,0.3,0.01,0.84,$527 ,$96 ,0.09,0.11,0.19,0.18,0.17,0.25,0.02,0.47,0.53,0.08,0.01,0.03,0,0.04,0.5,0.01,0.02,0.32,0.01,0.03,0,0.04,0.53,0.01,0.02,0.35,0.7,0.22,0.36,0.64,0,0.31,0.55,0.14,+,0.03,0.32,0.39,0.19,0.12,0.08,0.07,0.02,0.02,0.07
KS,HC.gov,All,03-new,"23,178",$565 ,$133 ,0.27,0.9,0.41,0.04,0.12,0.24,0.01,0.89,$483 ,$92 ,0.11,0.12,0.19,0.17,0.16,0.25,0.01,0.47,0.53,0.07,0,0.04,0,0.04,0.47,0,0.02,0.35,0.01,0.04,0,0.04,0.51,0.01,0.02,0.37,0.67,0.26,0.35,0.65,0.01,0.45,0.43,0.11,+,0.03,0.25,0.32,0.18,0.14,0.1,0.1,0.04,0.05,0.03
KY,SBM,All,01-atv,"10,420",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.11,0.06,0.12,0.14,0.18,0.38,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.46,0.47,0.07,NR,0.01,0.02,0.08,0.2,0.2,0.15,0.15,0.04,0.03,0.15
KY,SBM,All,02-aut,"51,760",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.09,0.06,0.13,0.16,0.19,0.35,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.48,0.44,0.07,NR,0,0.01,0.09,0.21,0.2,0.13,0.14,0.03,0.02,0.18
KY,SBM,All,03-new,"11,755",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.12,0.1,0.18,0.14,0.16,0.3,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.48,0.42,0.07,NR,0.01,0.02,0.07,0.19,0.17,0.12,0.13,0.05,0.04,0.22
LA,HC.gov,All,01-atv,"47,104",$792 ,$141 ,0.26,0.96,0.48,0.09,0.21,0.17,0,0.95,$682 ,$118 ,0.08,0.06,0.12,0.16,0.2,0.37,0.01,0.43,0.57,0.04,0,0.09,0,0.1,0.54,0.01,0.02,0.21,0,0.09,0,0.11,0.55,0.01,0.02,0.22,0.82,0.14,0.18,0.82,+,0.33,0.57,0.1,+,0,0.04,0.18,0.25,0.16,0.15,0.16,0.04,0.04,0.02
LA,HC.gov,All,02-aut,"29,300",$780 ,$188 ,0.26,0.88,0.48,0.08,0.21,0.2,0,0.88,$670 ,$118 ,0.08,0.07,0.16,0.17,0.19,0.31,0.02,0.45,0.55,0.04,0,0.06,0,0.11,0.42,0.01,0.01,0.35,0,0.06,0,0.11,0.44,0.01,0.01,0.36,0.67,0.29,0.21,0.79,+,0.3,0.61,0.09,+,0.01,0.06,0.23,0.26,0.15,0.12,0.12,0.03,0.03,0.06
LA,HC.gov,All,03-new,"23,222",$690 ,$149 ,0.3,0.93,0.4,0.06,0.15,0.18,0,0.93,$580 ,$118 ,0.1,0.1,0.18,0.18,0.18,0.26,0.01,0.48,0.52,0.04,0,0.04,0,0.12,0.38,0.01,0.01,0.4,0,0.05,0,0.12,0.39,0.01,0.02,0.41,0.65,0.31,0.17,0.83,+,0.41,0.48,0.12,+,0.01,0.03,0.22,0.2,0.14,0.12,0.14,0.07,0.07,0.02
MA,SBM,All,01-atv,"46,387",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.03,0.08,0.19,0.19,0.21,0.28,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.17,0.79,0.04,NR,0.06,0.05,0.09,0.17,0.18,0.14,0.13,0.05,0.04,0.14
MA,SBM,All,02-aut,"195,877",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.04,0.08,0.22,0.22,0.2,0.24,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.13,0.82,0.03,NR,0.06,0.04,0.08,0.15,0.14,0.1,0.07,0.03,0.03,0.36
MA,SBM,All,03-new,"25,759",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.06,0.13,0.27,0.19,0.16,0.19,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.26,0.67,0.05,NR,0.07,0.04,0.08,0.16,0.15,0.11,0.13,0.05,0.06,0.21
MD,SBM,All,01-atv,"29,485",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.04,0.07,0.14,0.17,0.21,0.33,0.04,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.22,0.21,0.54,NR,0.06,0.02,0.07,0.19,0.17,0.14,0.18,0.06,0.05,0.07
MD,SBM,All,02-aut,"112,460",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.05,0.08,0.18,0.18,0.19,0.26,0.06,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.22,0.33,0.42,NR,0.11,0.06,0.12,0.21,0.14,0.09,0.1,0.03,0.04,0.16
MD,SBM,All,03-new,"39,658",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.08,0.11,0.25,0.18,0.16,0.19,0.02,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.25,0.2,0.5,NR,0.08,0.03,0.08,0.16,0.13,0.09,0.12,0.05,0.07,0.22
ME,SBM,All,01-atv,"30,108",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.15,0.06,0.12,0.15,0.17,0.36,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.45,0.47,0.07,NR,0.04,0.02,0.07,0.15,0.19,0.15,0.2,0.07,0.07,0.06
ME,SBM,All,02-aut,"24,962",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.13,0.06,0.15,0.15,0.17,0.32,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.51,0.43,0.05,NR,0,0.02,0.08,0.2,0.19,0.14,0.16,0.03,0.03,0.16
ME,SBM,All,03-new,"11,025",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.12,0.08,0.18,0.15,0.16,0.3,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.41,0.47,0.09,NR,0.04,0.02,0.06,0.15,0.17,0.12,0.17,0.08,0.1,0.11
MI,HC.gov,All,01-atv,"156,886",$518 ,$154 ,0.15,0.91,0.39,0.09,0.15,0.15,0,0.91,$402 ,$129 ,0.12,0.07,0.12,0.14,0.17,0.37,0.01,0.46,0.54,0.02,0,0.04,0,0.03,0.55,0.01,0.01,0.34,0,0.04,0,0.03,0.56,0.01,0.01,0.35,0.76,0.22,0.24,0.76,0.01,0.46,0.49,0.05,0,0.01,0.04,0.17,0.19,0.19,0.14,0.17,0.05,0.05,0.03
MI,HC.gov,All,02-aut,"84,189",$499 ,$184 ,0.16,0.79,0.36,0.08,0.14,0.13,0,0.79,$399 ,$117 ,0.11,0.08,0.17,0.15,0.17,0.3,0.01,0.5,0.5,0.02,0,0.03,0,0.04,0.51,0.01,0.01,0.38,0,0.03,0,0.04,0.52,0.01,0.01,0.39,0.7,0.27,0.24,0.76,0.01,0.47,0.47,0.05,0,0.01,0.06,0.17,0.22,0.19,0.12,0.13,0.04,0.03,0.1
MI,HC.gov,All,03-new,"62,475",$468 ,$192 ,0.16,0.8,0.32,0.07,0.12,0.12,0,0.8,$345 ,$127 ,0.12,0.1,0.18,0.13,0.15,0.31,0.01,0.49,0.51,0.03,0,0.03,0,0.05,0.47,0.01,0.01,0.39,0,0.03,0,0.05,0.49,0.01,0.01,0.4,0.7,0.27,0.21,0.79,0.02,0.51,0.42,0.05,0,0.01,0.03,0.14,0.18,0.17,0.12,0.14,0.06,0.08,0.1
MN,SBM,All,01-atv,"12,627",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.11,0.06,0.13,0.14,0.15,0.4,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.43,0.38,0.17,NR,0,0,0,0,0.18,0.13,0.2,0.07,0.09,0.32
MN,SBM,All,02-aut,"82,553",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.11,0.07,0.12,0.15,0.16,0.39,0.01,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.53,0.3,0.15,NR,0,0,0,0,0.18,0.15,0.21,0.05,0.05,0.36
MN,SBM,All,03-new,"26,142",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.13,0.08,0.21,0.14,0.14,0.3,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0.45,0.33,0.17,NR,0,0,0,0,0.15,0.13,0.17,0.09,0.1,0.35
MO,HC.gov,All,01-atv,"126,329",$655 ,$134 ,0.21,0.92,0.56,0.09,0.21,0.26,0,0.92,$564 ,$99 ,0.07,0.08,0.13,0.16,0.19,0.36,0.01,0.45,0.55,0.02,0,0.05,0,0.03,0.56,0,0.01,0.32,0,0.05,0,0.03,0.57,0.01,0.01,0.33,0.77,0.21,0.34,0.66,0,0.32,0.65,0.03,+,0,0.07,0.29,0.25,0.15,0.09,0.11,0.03,0.04,0.04
